"";"Author";"Comment";"Time";"NumberOfVotes";"Rate.Positive";"Rate.Negative";"Author.Parent";"NumberOfResponses";"LinkToResponses"
"320";"~achh :";"10 obietnic zniknÍ≥o ze strony www Platformy. Ale pamiÍtamy! 1. Przyspieszymy i wykorzystamy wzrost gospodarczy. 2. Radykalnie podniesiemy p≥ace dla budøetÛwki, zwiÍkszymy emerytury i renty. 3. Wybudujemy nowoczesnπ sieÊ autostrad, drÛg ekspresowych, mostÛw i obwodnic. 4. Zagwarantujemy bezp≥atny dostÍp do opieki medycznej i zlikwidujemy NFZ. 5. Uproúcimy podatki, wprowadzimy podatek liniowy z ulgπ prorodzinnπ, zlikwidujemy 200 op≥at urzÍdowych. 6. Przyúpieszymy budowÍ stadionÛw na Euro 2012. 7. Wycofamy wojska z Iraku. 8. Sprawimy, øe Polacy z emigracji bÍdπ chcieli wracaÊ do domu i inwestowaÊ w Polsce. 9. Podniesiemy poziom edukacji i upowszechnimy Internet. 10. Podejmiemy rzeczywistπ walkÍ z korupcjπ. Polska zas≥uguje na cud gospodarczy";"30†lip†09:58";"Liczba g≥osÛw:9";"33%";"66%";NA;"66%";"#mark"
"321";"~Orion :";"Jest tak wiele krajÛw w ktÛrych s≥uøba zdrowia funkcjonule w ten sposÛb, øe pacjent jest zadowolony, a lekarz s≥uøy zgodnie z czystym sumieniem. PamiÍtajmy o ludziach starszych, nie odsuwajmy ich na boczny tor - oni wiele przeøyli, wiele dla nas zrobili - z czego teraz korzystamy.Apel do lekarzy - nie przepisujcie specyfikÛw , ktÛre nie leczπ, bo ludzi nie staÊ na nie przy obecnych dochodach. Wspierajπc firmy farmaceutyczne niszczymy biednych ludzi, bo oni zamiast kupiÊ sobie owoc, czy lepszπ øywnoúÊ - realizujπc receptÍ nie staÊ ich  niejednokrotnie na niezbÍdne rzeczy. Reforma w s≥uøbie zdrowia jest konieczna i pilna.Zlikwidujmy przywileje, bo Ci ktÛrzy korzystajπ z przywilejÛw, juø je majπ, bo majπ wyøsze zarobki, emerytury, a z tych przywilejÛw niejednokrotnie korzystajπ ca≥e pokolenia i nie tylko.OrionOrion";"30†lip†09:58";"Liczba g≥osÛw:4";"75%";"25%";NA;"75%";"#mark"
"322";"~Ola";"WidaÊ , øe nie znasz tematu. Jestem lekarzem - jako specjalista mam na etacie 3,5 tys na rÍkÍ. ResztÍ zarabiam w prywatnej firmie - jakieú 6 tys. PracujÍ 10 godzin dziennie. Dlaczego nie czepiacie siÍ menadøerÛw firm, zarabiajπcych kilkanaúcie tysiÍcy miesiÍcznie ? Uwaøacie, øe praca lekarza jej løejsza ? Øe 6 lat studiÛw i 5 lat specjalizacji to leøenie do gÛry brzuchem ? Øe na dyøurach siÍ odpoczywa ? Zapraszam serdecznie na dyøur internistyczny, przekonaj siÍ czy za duøo zarabiamy.";"30†lip†09:57";"Liczba g≥osÛw:8";"62%";"37%";"~chorykraj:";"62%";"#mark"
"323";"~~En-Ka";"Panie doktorek ! Lekarz za nocny dyøur ktÛry smacznie przesypia / bywa teø øe dyøur pe≥ni pod t.zw. telefonem/ dostaje po≥owÍ miesiÍcznej pensji pielÍgniarki . Czy to normalne.???? Kilka takich dyøurÛw /oprÛcz pensji czy emerytury/ i øyÊ nie umieraÊ. O poziomie lekarzy nie wspominam.";"30†lip†09:57";"Liczba g≥osÛw:5";"40%";"60%";"~doktorek:";"60%";"#mark"
"324";"~wow :";"i ZUS zlikwidowaÊ ZUS, zlikwidowaÊ ZUS, PANI PREMIER LICZYMY NA PANI•";"30†lip†09:57";"Liczba g≥osÛw:5";"20%";"80%";NA;"80%";"#mark"
"325";"adam z bonanzy";"Rozbawia mnie twoja intelektualna zapaúÊ.";"30†lip†09:57";"Liczba g≥osÛw:2";"0%";"100%";"~ARO:";"100%";"#mark"
"326";"~ira6";"Przeciez w publicznych szpitalach w leczeniu nastπpi≥y juz zmiany-kaplice na kazdym piÍtrze-pseudopsycholg w czarnej sukience w z ""obchodem"" sal z chorymi";"30†lip†09:57";"Liczba g≥osÛw:7";"100%";"0%";"~ono:";"100%";"#mark"
"327";"pluSminuS :";"No proszÍ... likwidacja NFZ to z automatu zwolnienie kilku tysiÍcy urzÍdnikÛw z PO. Stworzπ nowy twÛr ale juø ze swoim urzÍdnikami. Ja tak to widzÍ i jestem úwiÍcie przekonany øe tak bÍdzie. Zak≥ad?.";"30†lip†09:56";"Liczba g≥osÛw:7";"85%";"14%";NA;"85%";"#mark"
"328";"~Szpila";"Widzisz jest jednak olbrzymi problem z ich likwidacjπ, forsÍ brali, emerytÛw nie mia≥by kto wziπÊ pod swojπ opiekÍ, po ich wymazaniu z tej roli. Nie znajdzie siÍ odwaøny tuman polityki ktÛry nas by postawi≥ pod úcianπ, to mÛg≥by zrobiÊ tylko polski Putin, lub najazd tej swo≥oczy. Po ich latach ""opieki"" nie ≥udzÍ siÍ ile warta jest ich armia pod tym wzglÍdem, skoro wykonujπ najpodlejsze rozkazy bez mrugniÍcia okiem, lub siÍ ich za to likwiduje.";"30†lip†09:56";"Liczba g≥osÛw:2";"0%";"100%";"~wasz odmieniec:";"100%";"#mark"
"329";"~ono";"I tysiπce bezrobotnych urzednikow na garnuszku panstwa";"30†lip†09:56";"Liczba g≥osÛw:2";"50%";"50%";"~mordotymoja:";"50%";"#mark"
"330";"~zzz68 :";"I za≥oøπ terrorystycznπ organizacjÍ pisuar im L.kaczyÒskiego !!!! Wyjdzie szyd≥o z worka po wyborach !!!! Juø by≥a nieudanym gospodarzem , a teraz zniszczy PolskÍ !!!";"30†lip†09:55";"Liczba g≥osÛw:8";"75%";"25%";NA;"75%";"#mark"
"331";"~paluszek :";"Pani pos≥anko szanowna, pani propozycje w øaden sposÛb tej s≥uøby nie uzdrowiπ, sedno problemu tkwi w moøliwoúciach ≥πczenia s≥uøby publicznej z prywatnπ, a jak coú moøna to nie ma si≥y, Polak potrafi to wykorzystaÊ i wykorzystuje na maxa, w tym wypadku lekarze. Druga sprawa to op≥aty, Polak powinien p≥aciÊ za kaødπ wizytÍ u lekarza nawet ten chory. Oczywiúcie jeúli lekarz potwierdzi ten stan op≥atÍ winien NFZ zwracaÊ, jeúli z wizytπ przyby≥ ""niby"" chory, zwrot nie przys≥ugiwa≥ by. Podstawowπ rzeczπ dla nas jest uúwiadomienie nam, tzw. katolikom z urzÍdu, øe wizyta u lekarza np z przys≥owiowym katarem to grzech, a nie potrzeba øyciowa. Jak moøe skoÒczyÊ siÍ takie leczenie ""ponad podstawowe potrzeby"" pokazuje przypadek úmierci p. Kulczyka, na korytarzach przychodni i gabinetÛw lekarskich widaÊ na co Polacy g≥Ûwnie chorujπ, ciπgle L4 to najlepsze sprawy do przysz≥ych emerytur, rent itp, U nas nie szanuje siÍ i nie wyrÛønia w øaden sposÛb ludzi, ktÛrzy potrafiπ pracowaÊ latami bez zwolnieÒ tzw. ""uzasadnionych øyciowymi potrzebami"", najlepszy przyk≥ad to choroba arcybiskupa Weso≥owskiego, a w kraju tysiπce L4 osÛb z ""wierchuszki"" zawodowo-administracyjnej, wystarczy, øe jakaú ""szycha"" gdzieú umoczy i od razu zaczyna siÍ przewlek≥a choroba, wiadomo w jakim celu.";"30†lip†09:55";"Liczba g≥osÛw:7";"71%";"28%";NA;"71%";"#mark"
"332";"~ono";"poparcie dla pis jest tak duøe , bo wszyscy normalni ludzie sa na wakacjach i nie biora udzia≥u w tzw sondaøach zostali tylko ci ktÛrym siÍ w zyciu nie uda≥o i mohery";"30†lip†09:55";"Liczba g≥osÛw:3";"100%";"0%";"~ktos20:";"100%";"#mark"
"333";"~babcia z dowodem osobistym :";"Jeszcze nie zaczeli juz likwiduja ...... Yarek zlikwiduj wszystko .... produkcje krasnali tez. Alleluja PiSokatole.";"30†lip†09:54";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"334";"~ARO";"adam z bonanzy pad≥. Ustrzelili ciÍ katomato≥ku Same minusy Wracaj na forum w Fakcie tam PiSlamiúci gÛrπ !";"30†lip†09:53";"Liczba g≥osÛw:4";"75%";"25%";"adam z bonanzy:";"75%";"#mark"
"335";"adam z bonanzy";"Komunizm (a takøe totalitaryzm) jest wtedy, gdy paÒstwo chce ""po≥oøyÊ ≥apÍ"" na wszystkich dziedzinach spo≥ecznego øycia.";"30†lip†09:53";"Liczba g≥osÛw:1";"0%";"100%";"~kaz:";"100%";"#mark"
"336";"~zzz :";"Tak tak. Pis w likwidowaniu jest bardzo dobry. Np. taka pos≥anka z SLD.";"30†lip†09:53";"Liczba g≥osÛw:4";"75%";"25%";NA;"75%";"#mark"
"337";"~vio";"teraz w≥adza tylko cicho wspomina o bezdomnoúci, ale my moøemy obserwowaÊ wojny o úmietnik i rejonizacjÍ úmietnikÛw u nas na osiedlu. Kiedyú tego nie by≥o!";"30†lip†09:53";"Liczba g≥osÛw:5";"40%";"60%";"~przypominacz:";"60%";"#mark"
"338";"~kaz";"komunistka szydlo kazdemu da wedlug potrzeb.";"30†lip†09:52";"Liczba g≥osÛw:1";"100%";"0%";"~Klik:";"100%";"#mark"
"339";"~jaga";"A ja p≥acÍ sk≥adkÍ zdrowotnπ i chcÍ w ramach tejøe sk≥adki mieÊ dobrπ opiekÍ medycznπ. Nie zap≥acÍ lekarzowi,ani nie wykupiÍ polisy,nie staÊ mnie na leczenie w prywatnych szpitalach bo mam 1600 na rÍkÍ i ledwo starcza do pierwszego, a po wizycie w aptece jest jeszcze gorzej. a co majπ powiedzieÊ emeryci i renciúci?";"30†lip†09:52";"Liczba g≥osÛw:2";"50%";"50%";"~...:";"50%";"#mark"
"340";"~~w skrÛcie";"Doktorek, to co piszesz to teoria, a praktyka jest inna! Temat jest wiele szerszy .Np. Jeøeli muszÍ czekaÊ na badanie rezonansem mag. 1,5 roku , to niestety idÍ go zrobiÊ prywatnie za úrednio 500 z≥. chociaø p≥acπc przez 40 lat sk≥adki powinno to wystarczyÊ na takie badanie . Jak potrzebujÍ operacji to muszÍ pÛjúÊ do gabinetu p.doktora , daÊ mu oprÛcz kasy za wizytÍ dodatkowo nie ma≥π gotÛwkÍ w kopercie bo inaczej operacja z kolejki moøliwa za 2 lata i mogÍ nie doøyÊ.Itp.";"30†lip†09:52";"Liczba g≥osÛw:1";"100%";"0%";"~doktorek:";"100%";"#mark"
"341";"~juø emeryt";"Jakie ekonomiczne ty zaczadzony przedstawicielu polactwa. Od zarania tπ ""wstrÍtnπ komunÍ "" prÛbowano zniszczyÊ op≥acajπc politycznych awanturnikÛw a partycypowali w tej hucpie CIA Watykan i przeklÍta przestÍpcza ""arystokracja"" / takie úredniowieczne ""masy"", ""dziady"" itp kreatury/ W koÒcu uda≥o siÍ og≥upiajπc polactwo i obierajπc papieøem tego komedianta Wojty≥Í . Ot i ca≥a tajemnica sukcesu ""obalenia komunizmu """;"30†lip†09:52";"Liczba g≥osÛw:14";"78%";"21%";"~Pierrnick:";"78%";"#mark"
"342";"~val :";"Likwidacja Platformy to jest najlepsze co sie wydarzy poprzez wybory proste NIE dla Platformy obywatelskiej rozliczyÊ tych platfusÛw za 8 lat Nie Nie i jeszcze raz Nie dla Platformy obywatelskiej";"30†lip†09:51";"Liczba g≥osÛw:7";"42%";"57%";NA;"57%";"#mark"
"343";"~kaz";"a ciebie tez okradziono??? ciekawe z czego???";"30†lip†09:51";"Liczba g≥osÛw:1";"100%";"0%";"~CYCUS:";"100%";"#mark"
"344";"~klecha";"Nie bluünij. Jaka mafia ? Co innego u nas w ePiskopacie. Tu siÍ dopiero dzieje !";"30†lip†09:51";"Liczba g≥osÛw:6";"66%";"33%";"~J.B.:";"66%";"#mark"
"345";"~awasikus :";"Brawo. Tak trzymaÊ!!! NFZ da≥ cia≥a na wszystkich polach, a wiÍc powinien byÊ zlikwidowany!!!! Dzia≥alnoúÊ prywatna, a jednoczeúnie paÒstwowa prowadzi do wszelkiego typu krÍtactw, matactw i patologi.";"30†lip†09:51";"Liczba g≥osÛw:1";"0%";"100%";NA;"100%";"#mark"
"346";"adam z bonanzy";"Program PiS-u nie jest komunistyczny lecz socjalistyczny. Jest rÛønica pomiÍdzy komunizmem a socjalizmem Pi≥sudskiego, z czego czerpie PiS.";"30†lip†09:51";"Liczba g≥osÛw:2";"50%";"50%";"~kaz:";"50%";"#mark"
"347";"~ono";"BÍdπ prywatne szpitale zarzadzane przez Episkopat ! PiS na pewno siÍ temu nie przeciwstawi";"30†lip†09:50";"Liczba g≥osÛw:7";"71%";"28%";"~to mÛj program-Kononowicz:";"71%";"#mark"
"348";"~kaz";"odwrocenie sie obywateli od panstwa to jest wlasnie komunizm.";"30†lip†09:50";"Liczba g≥osÛw:1";"100%";"0%";"adam z bonanzy:";"100%";"#mark"
"349";"~TO HORROR";"Gdzie przeczyta≥eú w moim wpisie o USA?";"30†lip†09:50";"Liczba g≥osÛw:0";"0%";"0%";"~i tyle:";NA;NA
"350";"~lop";"Nie mowilem wszystko wiesz wszystko wyliczysz no doslownie alfa i omega.A kiedy koniec swiata?takkie tam pytanko.";"30†lip†09:50";"Liczba g≥osÛw:3";"33%";"66%";"~wiem wszystko:";"66%";"#mark"
"351";"~aj";"Nie zbankrutowa≥, tylko zosta≥ ZBANKRUTOWANY.";"30†lip†09:50";"Liczba g≥osÛw:2";"50%";"50%";"~Robert J.K.:";"50%";"#mark"
"352";"~klecha";"Dobre z tπ cÛrkπ. Oni tak majπ jak i posy≥anie ch≥opcÛw swoich nam ""panienkom"" w sukienkach.";"30†lip†09:50";"Liczba g≥osÛw:3";"100%";"0%";"~ARO:";"100%";"#mark"
"353";"~ira6";"O tak bÍdπ miliardy na bezp≥atne leczenie prawie 40 mln obywateli poczπwszy od noworodka a skoÒczywszy na obywatelach w wieku pÛønej starosci -od lat skutecznego takiego leczenia jesteúmy zadowoleni-na Atlantydzie p.Szyd≥o niech g≥osi swoje pomys≥y i je realizuje.";"30†lip†09:50";"Liczba g≥osÛw:3";"66%";"33%";"~mordotymoja:";"66%";"#mark"
"354";"~CYCUS";"ZLIKWIDOWAC  PARTIE OBLUDY   KTORA  W  NAZWIE  NIBY JEST  OBYWATELSKA  CELEM  TEJ  PARTII  JEST  OSZUKIWANIE I OKRADANIE  SPOLECZENSTWA";"30†lip†09:49";"Liczba g≥osÛw:3";"66%";"33%";"~ROBOL:";"66%";"#mark"
"355";"~vio";"Jeøeli ponad 30 lat temu by≥y 2 tomografy, to dobry poczπtek, ale wszystko idzie do przodu i dlatego dziú w kaødym szpitalu i wielu poradniach takøe sπ tomografy. To siÍ nazywa postÍp i jest wprost proporcjonalny do up≥ywajπcego czasu:)";"30†lip†09:48";"Liczba g≥osÛw:7";"57%";"42%";"~jeszcze nie emeryt:";"57%";"#mark"
"356";"~pacjent_z_przymusu :";"WiÍkszoúc z Was nie ma jeszcze 20 lat pewnie nie pamiÍtacie, øe NFZ powsta≥o za rzπdÛw SLD. Dziwi mnie, øe ten poroniony pomys≥ przetrwa≥ tak d≥ugo. Wczeúniej by≥y regionalne kasy chorych. Nie wiem jaki system jest lepszy. Wiem tylko, øe to co mamy wo≥a o pomste do nieba. Procedury medyczne wyceniane sπ pod dyktando lobbingowcÛw (np. dializy to z≥oty inetres). Leki refundowane okreúlajπ koncerny farmaceutyczne! jest ZAKAZ sprowadzania tanich zamiennikÛw np. z Indii. A numer z reeksportem lekÛw REFINANSOWANYCH chyba jest znany wszystkim. Dobrze, øe ktoú o tym myúli... jak bÍdzie to sie okaøe.";"30†lip†09:48";"Liczba g≥osÛw:3";"66%";"33%";NA;"66%";"#mark"
"357";"~Klik :";"To jest pomysl ! GratulujÍ towarzyszko Beato. Proletriusze wszystkich krajÛw ≥πczcie siÍ.";"30†lip†09:48";"Liczba g≥osÛw:6";"66%";"33%";NA;"66%";"#mark"
"358";"~kaz";"caly obecny program polityczny pisu to czysty program komunistyczny. z wyjatkiem oczywiscie religijnosci i rownosci.";"30†lip†09:48";"Liczba g≥osÛw:2";"100%";"0%";"adam z bonanzy:";"100%";"#mark"
"359";"~TO HORROR";"Czy gdziekolwiek w moim wpisie jest mowa o USA?Chyba jaja Ci wzrok przes≥oni≥y.To øart.Ja napisa≥em,øe wywarzajπ otwarte drzwi,i tyle.Mam na myúli wiele krajÛw gdzie system s≥uøby zdrowia sprawdza siÍ mniej lub bardziej,ale jednak dajπ radÍ.Oni chcπ stworzyÊ uparcie jakieú monstrum,ktÛre nie ma prawa funkcjonowaÊ,od 25 lat.Ci sami na zmianÍ.";"30†lip†09:48";"Liczba g≥osÛw:0";"0%";"0%";"~i tyle:";NA;NA
"360";"~Ja";"Bardzo rzeczowo i na temat.GratulujÍ";"30†lip†09:48";"Liczba g≥osÛw:2";"50%";"50%";"~m:";"50%";"#mark"
"361";"~jaga";"åwiadczenia medyczne i dostÍp do nich na ca≥ym úwiecie sπ wycenione i w warunkach gospodarki rynkowej nie ma od tego odwrotu.";"30†lip†09:47";"Liczba g≥osÛw:3";"100%";"0%";"~TED:";"100%";"#mark"
"362";"~Jan K :";"Dzisiejsi lekarze specjalisci to Biznesmeni hurtownicy ktorzy z tzw Sluzba nie maja nic wspolnego!!!! Przyklad?! - w mojej miejscowosci pan neuro-chiryrg przyjmuje Jeden raz w tygodniu oczywiscie na tzw NFZ czas oczekiwania to min pol roku na pacjenta ma 10min - i to niech bedzie za caly komentarz i o jakosci swiadczonej Sluzby a raczej Uslugi - brak slow....";"30†lip†09:47";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"363";"adam z bonanzy";"Na rozsiewanπ przez was bolszewickπ propagandÍ leninowsko-stalinowskπ innej odpowiedzi nie ma. Nie jest moøliwa merytoryczna dyskusja z ludümi, ktÛrzy chwalπ Stalina a Hitlera nazywajπ katolikiem. Takie rzeczy pisze albo bolszewik albo g≥upol.";"30†lip†09:47";"Liczba g≥osÛw:2";"0%";"100%";"~ARO:";"100%";"#mark"
"364";"~jerzykp";"To nie jest zaden ,,konflikt interesow,, glupcze. Normalnie jest tak,ze kazdy szpital ma okreslone srodki na jedno lozko przyznane i to jest wszystko. Jesli tych srodkow nie dostaje to jest lozko likwidowane. Jest tylko okreslona ilosc srodkow na leczenie i kazde przekroxczenie to jest naruszenie zasad i przepisow. Jesli ktos ma dodaatkowe ubezpieczenie to wtedy dostaje wszystko w ramach tego ubezpieczenia. Nie pisz bzdur.";"30†lip†09:46";"Liczba g≥osÛw:1";"100%";"0%";"~Radca:";"100%";"#mark"
"365";"~tak :";"Brawo p.Szyd≥o na to czekajπ pacjenci!";"30†lip†09:45";"Liczba g≥osÛw:10";"50%";"50%";NA;"50%";"#mark"
"366";"~Szpila :";"Likwidacja pasoøyta s≥uøπcego wy≥πcznie dzieleniu kasy z ministerstwa, jest nad wyraz potrzebna. TÍ czynnoúÊ przez ca≥y prawie PRL wykonywa≥o ministerstwo i zbyt wielu úrodkÛw nie przeznaczano na luksusy urzÍdasa. W dobie komputerÛw dzielenie tego dobytku nie nastrÍcza trudnoúci, by wrÛci≥a ta moøliwoúÊ na Miodowπ. Od pierwszej ""regulacji"" pensji lekarzy w latach 70-tych, jest juø tylko z roku na rok gorzej. Co nowy minister, to wiÍksza kanalia dla personelu i udawanie ""≥askawcy"" wobec pacjentÛw, tak na marginesie winπ obciπøy≥bym rzπd tymi nienormalnymi zagraniami. Przez wiele lat rozparcelowywali wszystko co moøliwe na mniejsze kawa≥ki, z obawy przed strajkami zwiπzkowcÛw, pozwalano z tego samego powodu na mnogoúÊ ich w tych podzielonych, by nigdy nie mogli siÍ dogadaÊ miÍdzy sobπ. By≥a to taktyka tymczasowa, dziú przynoszπca arogancjÍ w≥adzy, panÛw na w≥asnych folwarkach dbajπcych wy≥πcznie o swojπ kieszeÒ. Dziú rÛwnieø ruinÍ ca≥ej s≥uøby zdrowia, tej publicznej, bo specjalna resortowa jest pod wyjπtkowπ ochronπ, by kiedyú czerwonych, dziú partyjnych úwiÒ nie uraziÊ, nie naraziÊ na kontakty z mot≥ochem. Na szczÍúcie sπ za to karani jak ostatni g≥oúny nadchodzπcy pogrzeb. W tym kraju nie ma nic za darmo, za luksusy teø sπ kary, za omijanie prawa w kaødy moøliwy sposÛb. Od wojny krÍcπ krajem jak potrafiπ, by nikt nie mÛg≥ niczego udowodniÊ, by przekrÍty im nie mog≥y nie wyjúÊ i zaszkodziÊ. Tylko úmierÊ jest zdolna pogodziÊ i wyeliminowaÊ kanalie, bo prawo od lat majπ pod kontrolπ.";"30†lip†09:45";"Liczba g≥osÛw:5";"40%";"60%";NA;"60%";"#mark"
"367";"~wasz odmieniec :";"Wymiana rzπdÛw Polakom nic nie da≥a i dalej dawaÊ nie bÍdzie bo to Polacy kradnπ. Nie rozumiejπ nie kradnij a to jest przyczyna wszelkiego z≥a to matematyka. Ci z was Polacy co okradajπ sπ pewni øe to ich okradli taki 3 maj. Polacy mÛwi wam to coú? ZUS trwa od 81 lat czyli sk≥adki p≥acicie od 81 lat i emerytury renty sπ wyp≥acane od 81 lat. Jak to jest moøliwe, jeszcze nikt z was nie nask≥ada≥ na emerytury renty a je dostajecie? Nie moøecie dojúÊ to tego øe coú nie gra? 81 Lat temu pierwsze sk≥adki Polacy wnosili do ZUS i od razu te sk≥adki by≥y przekazywane emerytom czyli Polacy nie mieli nic od≥oøone. Tak to trwa do dziú wy Polacy nie p≥acicie na swoje emerytury tylko sp≥acacie dzieciÒstwo rodzicom to matematyka .";"30†lip†09:45";"Liczba g≥osÛw:6";"66%";"33%";NA;"66%";"#mark"
"368";"~g≥uptok :";"Polska s≥uøba zdrowia to mafia i jest najgorsza w Europie. Polacy tracπ miliardy rocznie, to typowa legalna paÒstwowa mafia jakich u nas wiele.";"30†lip†09:45";"Liczba g≥osÛw:2";"50%";"50%";NA;"50%";"#mark"
"369";"~ARO";"Dlaczego bolszewicka ? Innych argumentÛw brak katomatole?? Na tace do obrazka siÍ pomÛdl a potem ptaszkiem siÍ pobaw. Uløysz sobie i wykorzystywanej po katolicku cÛrce";"30†lip†09:44";"Liczba g≥osÛw:3";"100%";"0%";"adam z bonanzy:";"100%";"#mark"
"370";"~J.B.";"Po co mieli go sciagnac ?PApala zostal zlikwidowany ,bo zobaczyl ,ze w rzadzie jest mafia ,a byl do tego powolany walki z mafia.Do dzis jest kamufliwane morderstwo ,jak i innych niewygodnych osob.Wszyscy popelniaja samobojstwa.";"30†lip†09:44";"Liczba g≥osÛw:6";"50%";"50%";"~lucek:";"50%";"#mark"
"371";"~nabuchodonozor";"Podstawowym motywem wiary jest pragnienie ktÛrego rozum nie wyjaúni .Studia nad úwiadomoúciπ i rozumem jako oddzielnych zjawiskach bardzo by poszerzy≥y twÛj bardzo wπski horyzont.Ateizm jest bardzo prymitywnπ formπ bo w≥aúciwie wyklucza bardzo wiele pojÍÊ zarÛwno filozoficznych egzystencjalnych jak teø w≥aúciwie posiadanie uczuÊ i pozostawia cz≥owieka w zupe≥nej beznadziei.Jeúli dla ciebie jest w≥aúciwa perspektywa to rÛwnie dobrze moøna byÊ... kamieniem.";"30†lip†09:43";"Liczba g≥osÛw:1";"0%";"100%";"~spirit:";"100%";"#mark"
"372";"~STARA :";"NIECH LEKARZE POWIEDZA ILE BIORA KASY";"30†lip†09:43";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"373";"~to mÛj program-Kononowicz :";"Jak PiS wygra wybory to zlikwiduje NFZ i nie bÍdzie niczego.";"30†lip†09:43";"Liczba g≥osÛw:8";"87%";"12%";NA;"87%";"#mark"
"374";"czowiek2008";"Wiesz - Twoje pytanie jest takie trochÍ dziecinne :)  (bez obrazy) PodobieÒstwo nie oznacza podobieÒstwa fizycznego, bo trudno o takie wzglÍdem istoty duchowej. PodobieÒstwo oznacza rozum i zdolnoúÊ do mi≥oúci, czynienia dobra. ZdolnoúÊ do rozrÛøniania czym jest z≥o (jako brak dobra; nie okreúlaÊ z≥a jako przeciwieÒstwo dobra). Takie pytania czÍsto siÍ biorπ z wyrywkowej znajomoúci På. Ktoú, coú, kiedyú s≥ysza≥, ale nie przeanalizowa≥, nie zrozumia≥ do koÒca... i pojawiajπ siÍ takie pytania. A swojπ drogπ - kaøda istota inaczej widzi kaødy kolor, przecieø jest to kwestia tego, jak dany mÛzg interpretuje natÍøenie (albo jego brak) fal elektromagnetycznych :)";"30†lip†09:42";"Liczba g≥osÛw:1";"0%";"100%";"~spirit:";"100%";"#mark"
"375";"~mordotymoja";"Zreformowana prokuratura bÍdzie to robiÊ. Sπ setki przekrÍtÛw. Wszystko jest udokumentowane i w papierach. Sπ teø úwiadkowie, ktÛrzy potwierdzπ korupcjÍ pracownikÛw NFZ...";"30†lip†09:42";"Liczba g≥osÛw:5";"20%";"80%";"~kaz:";"80%";"#mark"
"376";"~Ricardo";"Mia≥em nie pisaÊ ale sprowokowa≥eú. Fakt to nie lekarze ustalajπ zasady. Zasady ustalajπ wasi lobbyúci Izby Lekarskie. Pilnujπ jak oka w g≥owie zeby szkolnictwo medyczne siÍ nie rozwija≥o i przez przypadek ktoú nie wpuúci≥ dp Polski kogoú z zagranicy! Nie ma konkurencji miÍdzy lekarzami, jest nÛø na gardle spoleczeÒstwa przystawiony przez Izby Lekarskie. Znam úrodowisko lekarskie. Nie macie bladego pojÍcia o pracy, zmÍczeniu i odpowiedzialnoúci! ZmÍczony lekarz- paÒstwowa posada 7.00 do 15.00 w praktyce 7.30 do 13.00. Przychodnia 2 zmiana 10 pacjÍtÛw z grypπ i jeden chory naprawdÍ ale to juø by≥o za duøo, dostanie skierowanie do specjalisty- czas oczekiwania 6 mc. Doktor przychodzi z pracy tak zrπbany jakby w kopalni pracowa≥. Zestresowany lekarz musi 2 lub 3 razy do roku wyjechaÊ na urlop. Porozmawiaj z kimú kto ma swojπ ma≥π firmÍ i opowiedz mu o tym zmÍczonym cz≥owieku, tylko odsuÒ siÍ dwa kroki zebyú w trπbÍ nie zarobi≥. Jak poprosisz to on Ci opowie co to znaczy praca, zmÍczenie, odpowiedzialnoúÊ za ludzi za pracÍ o codziennej walce z ZUS , US, kontrachentami, bankami ile godzin nie zamyka oka, ile stresu go to kosztuje i ile dok≥ada do interesu i ile go kosztuje leczenie pomimo, øe p≥aci sk≥adki ZUS.";"30†lip†09:42";"Liczba g≥osÛw:1";"100%";"0%";"~lek.:";"100%";"#mark"
"377";"~ARO";"Niedoczekanie wasze PiSomato≥y. Moher sam was wykoÒczy razem z e-PiS-kopatem!!";"30†lip†09:41";"Liczba g≥osÛw:2";"0%";"100%";"~val:";"100%";"#mark"
"378";"~KAMA";"Pis przez te 8 lat nie marnowal czasu i napewno maja dobrze przygotowana ustawe,juz Profesor Religa napisal i wrecz pamietam te slowa do P.Kopacz pani Miniester zdrowia -wtedy Kopacz ma ustawe ,ktora przygotowalem ,moze sa w niej jakies rzeczy do poprawy siadzmy ponad podzialami i zrobmy to razem ,za 7 lat sluzba bedzie funkcjonowac dobrze.Chcial utworzyc koszyk uslug podstawowych ,zeby pacjent wiedzial co mu sie nalezy za ta skladke ,ktora placil.Niestety P.Kopacz wywrocila sluzbe zdrowia do gory nogami,miala ustaw cale szuflady i nici z tego,wszedzie gdzie robia zmiany ,to na gorsze ,a nie na lepsze.To nie my mamy miec dobrze ,tylko oligarchowie.";"30†lip†09:41";"Liczba g≥osÛw:5";"60%";"40%";"~nie ma na kogo g≥osowaÊ:";"60%";"#mark"
"379";"adam z bonanzy";"Bolszewicka swo≥ocz wype≥z≥a na forum.";"30†lip†09:41";"Liczba g≥osÛw:4";"0%";"100%";"~ARO:";"100%";"#mark"
