"";"Author";"Comment";"Time";"NumberOfVotes";"Rate.Positive";"Rate.Negative";"Author.Parent";"NumberOfResponses";"LinkToResponses"
"69";"~sikajπcy pod wiatr :";"Ad. 1 Jeøeli mieszkali tam od 7 lat, to znaczy, øe od siedmiu lat otrzymywali nieodp≥atne úwiadczenie od prawowitego w≥aúciciela terenu (Zarzπd Zieleni Miejskiej) w postaci bezumownego korzystania z nieruchomoúci. Z tego tytu≥u powinni dokonaÊ rozliczenia osiπgniÍtego na terenie RP dochodu opodatkowanego podatkiem dochodowym od osÛb fizycznych poprzez z≥oøenie zeznaÒ podatkowych za ostatnie 7 lat. Jeøeli tej czynnoúci nie dokonali, to pope≥nili wykroczenie lub przestÍpstwo skarbowe. W≥aúciwy terytorialnie Urzπd Kontroli Skarbowej winien wszczπÊ postÍpowanie podatkowe w celu ustalenia stosownej daniny od tych podatnikÛw UE, biorπc pod uwagÍ úrednie ceny rynkowe najmu nieruchomoúci w tej okolicy, wydaÊ decyzjÍ i dokonaÊ egzekucji naleønoúci na rzecz Skarbu PaÒstwa. Zeznania úwiadkÛw, potwierdzajπce fakt przebywania koczownikÛw faktycznie mogπ byÊ waønym dowodem w sprawie. Jeøeli UKS tych czynnoúci nie podjπ≥, to istnieje uzasadnione podejrzenie z≥amania prawa. Ad 2. (zdanie pierwsze) I prawid≥owo! DecyzjÍ pisemnπ Inspektora winien otrzymaÊ prawowity w≥aúciciel terenu (Zarzπd Zieleni Miejskiej). (zdanie drugie) Obowiπzujπcym na terenie RP jÍzykiem urzÍdowym jest jÍzyk polski. SzczegÛ≥y na ten temat moøna wyczytaÊ w Konstytucji Najjaúniejszej Rzeczypospolitej oraz w ustawie o jÍzyku polskim. Ad. 3. Cyt. ...""Wsparcie powinno byÊ udzielane adekwatnie do potrzeb..."" No to jest dopiero przebÛj. Nic dodaÊ, nic ujπÊ. Brakuje mi üdziebko do sfinansowania urlopu na Malediwach. OczekujÍ wsparcia na takich zasadach. W zasadzie øπdam! A co! Ad. 4. Rejestracja pobytu juø mia≥a miejsce. Policja i Straø Graniczna niewπtpliwie ich juø spisa≥a. Tyle, øe epilog nie nastπpi≥. Øaden przepis prawa krajowego ani unijnego nie nak≥ada na obywatela UE obowiπzku posiadania ubezpieczenia zdrowotnego. WiÍc nie muszπ. Øaden przepis prawa krajowego ani unijnego nie nak≥ada na obywatela UE obowiπzku posiadania úrodkÛw finansowych. WiÍc nie muszπ.";"wczoraj†16:23";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"70";"~He,he,he.";"Kolega mÛj by≥ niedawno na S≥owacji - rozmawia≥ ze S≥owakiem o Cyganach i ten mÛwi,øe jest to okropna plaga! MÛj kolega powiedzia≥,øe Cyganie z Polski wyjechali w duøej iloúci do Anglii i ten S≥owak bardzo nam zazdroúci≥ !!!";"wczoraj†16:22";"Liczba g≥osÛw:0";"0%";"0%";"dexter.morgan:";NA;NA
"71";"~Piotr :";"Czegoú tutaj nie rozumiem. Skoro koczowisko jest nielegalne to z jakiej racji siÍ prezydent t≥umaczy ? A skoro nie sπ zarejestrowani i przebywajπ w kraju nielegalnie to WON wywieüÊ skπd przybyli !!!";"wczoraj†16:22";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"72";"~hmm";"A po co kazesz komuú jwyjechac do Anglii jak mu u siebie w Polsce dobrze. Ci Romowie maja swoj kraj RumuniÍ kto im powiedzia≥ ze u nas bedzie im lepiej???";"wczoraj†16:21";"Liczba g≥osÛw:4";"75%";"25%";"~ewa:";"75%";"#mark"
"73";"~Marecki from Olsztyn";"Masz fundacjÍ to sk≥adasz wniosek o dofinansowanie z Unii i w odpowiednim ministerstwie oraz gminie i dostajesz kasÍ. W kaødym budøecie musi byÊ pula przeznaczona na takie wydatki. Musi bo inaczej to jesteú rasistπ.";"wczoraj†16:21";"Liczba g≥osÛw:0";"0%";"0%";"~beemx:";NA;NA
"74";"Guti :";"Pisemne uzasadnienie?A od kiedy cyganie potrafiπ czytaÊ?";"wczoraj†16:21";"Liczba g≥osÛw:5";"100%";"0%";NA;"100%";"#mark"
"75";"antymichnik :";"W Polsce nie ma CyganÛw, NiemcÛw, ØydÛw, CzeczenÛw, ..... W Polsce sπ obywatele polscy i reszta. Jest teø prawo, ktÛre nakazuje paÒstwu chroniÊ prywatnπ i publicznπ wlasnoúÊ i karaÊ ho≥otÍ, ktÛra nielegalnie zajmuje lub korzysta bez zezwolenia w≥aúciciela z nie swojej w≥asnoúci. Cygan, nie Cygan, Øyd nie Øyd, Ukrainiec czy Niemiec .... powinni byÊ w Polsce traktowani jako goúcie, o ile nie ≥amiπ naszego prawa i obyczajÛw.";"wczoraj†16:20";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"76";"~kuba :";"wszyscy jestesmi ludzmi ale romowie i wiekszosc rumunow nie chce sie dostosowac do naszej spolecznosci ,ja mieszkam w szwecji i przed kazdym sklepem siedzi rumun albo rumunka i zebrza od otwarcia sklepu do zamkniecia ,czesto siedza kobiety i meszczyzni zdrowi i tylko zagonic ich do roboty a takze koczuja tabory cyganskie . W taborach cyganie przyjezdzaja takimi furami i przyczepami kempigowymi ze nam sie nawet nie snilo a ich numer to stanie super fura na zjazdach na glowna droge i ze im zabraklo paliwa a nie maja kasy i odszprzedadza zlota bizuterie a poznej okazuje sie ze to tombak nie jestem rasista ale jak ich szanowac i lubic";"wczoraj†16:20";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"77";"~Moherowy leming.";"A skπd k.rwa wiesz,øe Polacy wywoøπ - bo Ci w mediach poprawnych politycznie powiedzieli?! A skπd wiesz,øe Cyganie nie wywoøπ,bo nie mÛwiπ o tym w mediach? Jesteú z≥odziejem i wywozisz,bo jesteú Polakiem - to musisz byÊ z≥odziejem !!! Nieprawdaø?";"wczoraj†16:20";"Liczba g≥osÛw:2";"50%";"50%";"~emigrant:";"50%";"#mark"
"78";"~@@";"nie udawaj Romo cygana bo ci nie wychodzi.";"wczoraj†16:19";"Liczba g≥osÛw:3";"0%";"100%";"~øRom:";"100%";"#mark"
"79";"~kwatermistrz :";"To koczowisko Romskie to by≥a szpica dla przyjÍcia 2 tys uchodzcÛw z Afryki";"wczoraj†16:19";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"80";"~:-)";"Pewnie tak jak Indianie to mieszkaÒcy Indii:-)";"wczoraj†16:18";"Liczba g≥osÛw:1";"100%";"0%";"~Sinti:";"100%";"#mark"
"81";"~po znajomoúci";"Czyli ,krewny Sosnowskiego!";"wczoraj†16:18";"Liczba g≥osÛw:1";"100%";"0%";"~Robot :";"100%";"#mark"
"82";"~Lejba Rana :";"Wszystkich CyganÛw naleøy w ramach rewanøu pakowaÊ na statki i bezp≥atnie transportowaÊ do Afryki. Tam siÍ zadomowiπ wúrÛd swoich.";"wczoraj†16:18";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"83";"lucaster :";"A moøe Stowarzyszenie Nomada zaproponuje coú w zamian dla CyganÛw, ale chyba nie ma øadnego pomys≥u";"wczoraj†16:18";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"84";"~z Polski";"Gdzie jesteú,øe tak krytykujesz RomÛw w Polsce? Na ≥asce innego kraju? Przyjedü do Polski i potem dyskutuj.Gdzie ty≥ek wcisnπ≥eú aby teraz ""bohatera"" rønπÊ? Sam korzystasz z dobrodziejstw innych ale boli øe Cyganie coú dostajπ.";"wczoraj†16:17";"Liczba g≥osÛw:8";"0%";"100%";"~mfhhe:";"100%";"#mark"
"85";"~RomsRom";"fajnie, dawaj, narobiles mi smaka tymi kotletami ze szczuruf, ja to lubie jak sierci jest galancie, a czaj, te polaki ktorych doje jebancy brudna kanape ze wini jadly, tak sie obrzydzilem az mi poranny klocek mojej starej z pyska wylecial...";"wczoraj†16:17";"Liczba g≥osÛw:4";"50%";"50%";"~ROMans:";"50%";"#mark"
"86";"~dina z USA";"A gdzie oni przystaja?! W New York tez tylko zebrza I kradna. Siedza, klecza te cyganki z dziecmi na rekach I zawodza DAJ Co to za chalastra, jakies plemie nie nadajace sie do zycia w spoleczenstwie";"wczoraj†16:17";"Liczba g≥osÛw:3";"100%";"0%";"~beemx:";"100%";"#mark"
"87";"~Warszawiak :";"Kiedyú przed laty podobny problem z rumuÒskimi cyganami mia≥a Warszawa z nielegalnie wybudowanym nad brzegiem Wis≥y bieda-budami, gdzie koczowa≥o kilkuset brudnych, øebrzπcych w mieúcie obywateli Rumunii. prÛbowano ich ucywilizowaÊ ale nie dawa≥o to øadnych wiÍkszych efektÛw. I dopiero zdecydowana decyzja ”wczesnej Pani Minister sprawi≥a iø w ciπgu kilkunastu godzin wysiedlono i spalono to ""miasteczko"", resztÍ pod nadzorem policji i straøy poøarnej spalono a mieszkaÒcÛw deportowano z Polski. I dopiero wtedy spokÛj i poczucie bezpieczeÒstwa wrÛci≥o na warszawski Øoliborz i Bielany!....";"wczoraj†16:16";"Liczba g≥osÛw:10";"100%";"0%";NA;"100%";"#mark"
"88";"~@@";"czeka≥a za winklem ile dasz !";"wczoraj†16:16";"Liczba g≥osÛw:2";"50%";"50%";"~kos:";"50%";"#mark"
"89";"~Sinti :";"Czy Romowie to Cyganie z Roma (Rzym)?";"wczoraj†16:15";"Liczba g≥osÛw:5";"100%";"0%";NA;"100%";"#mark"
"90";"~kamienicznik :";"W Warszawie na ul. Wysockiego obok stacji Orlen, od gminy dostali maly domek w podwÛrku przy kamienicy, Romowie, ca≥e szumowiny Romskie ( patologia100%)zjeødøajπ siÍ codziennie na ""grilla"", calπ dobÍ muzyka,przekleÒstwa, awantury. Cyrk!! Dwie rodziny z kamienicy dosta≥y juø mieszkania zastÍpcze, inni czekajπ.... èyÊ Polakom nie dajπ. Jak w koÒcu ktoú nie wytrzyma, to bÍdzie krzyk øe ....RASIZM,! ChoÊ tylko chcemy spokoju.....";"wczoraj†16:15";"Liczba g≥osÛw:7";"100%";"0%";NA;"100%";"#mark"
"91";"~Piesnaso Cjalistow :";"Wsparcie mogπ przyjπÊ ale tylko na warunkach jak okreúlajπ: "" w zgodzie z kulturπ romskπ i z poszanowaniem godnoúci"". To ci úmietnik. Naleøy ho≥otÍ zapakowaÊ na ciÍøarÛwki, odstawiÊ w pobliøe jakiejkolwiek granicy i praÊ pa≥ami tak d≥ugo aø przez tÍ granice przelezπ. Moøe tam znajdπ g≥upkÛw chcπcych im dawaÊ wsparcie na cygaÒskich warunkach. Nie dawaÊ nawet wody do picia ho≥ocie jak sobie na niπ nie zarobiπ. A swojπ drogπ to idiota Gomu≥ka zabroni≥ Cyganom jeüdzic ww taborach. Przyjechali baby powrÛøy≥y, ch≥opy naprawiali garnki i pojechali dalej. Komuú zgine≥a kura i nikt z tego powody larma nie robil. A teraz kurczaki w Kauflandzie po 4,5 z≥ za kilo.";"wczoraj†16:15";"Liczba g≥osÛw:7";"100%";"0%";NA;"100%";"#mark"
"92";"~tessa :";"jak Polak w innym kraju UE nie stosuje siÍ do ich przepisÛw wydalajπ go bez pardonu a z Romami tak samo trzeba robiÊ";"wczoraj†16:15";"Liczba g≥osÛw:5";"100%";"0%";NA;"100%";"#mark"
"93";"~iza :";"Moøe trzeba by≥oby wrÛciÊ do wozÛw ,koni taborÛw... ,a nie na si≥Í kazaÊ siÍ dostosowaÊ do kostki brukowej i domÛw z p≥yty ...";"wczoraj†16:14";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"94";"~emigrant";"Czy Polacy za granicπ przystajπ do codziennoúci kraju w ktÛrym przebywajπ na ktÛrπ zapracowali obywatele tego kraju? Czy Romowie wywoøπ kradzione samochody czy inne dobra do Rumunii, WÍgry czy Bu≥garii? Nic nie pisz tylko siÍ nad tym zastanÛw.";"wczoraj†16:14";"Liczba g≥osÛw:6";"0%";"100%";"~beemx:";"100%";"#mark"
"95";"~pomsta :";"to jest nacja niereformowalna,wystarczy odsylac do Rumunii,ale oni i tak wroca-to dotyczy calej unii,mnoza sie ,jak kroliki,i nie mozna sie juz ich doliczyc-wszedzie ich przeganiaja,bo poprostu nie ma na nich sily-pomoc biora,a i tak swoje robia-teraz dolacza do nich gromada z Afryki,i tak obok siebie koczuja-moze z czasem sie sami wyeliminuja,jak afrykanery beda szerzyc swoja wiare...unia stala sie takim smietniskiem,takim menelstwem,nawet w miejscach gdzie mieszkala tzw klasa srednia,dzisiaj zrobiono 'bronks',bo wielu stracilo prace,a pomoc spoleczna wciska miedzy nich wlasnie takie elementy,zeby ciagnac wszystkich w dol,a nie poprawiac poziom zycia.";"wczoraj†16:14";"Liczba g≥osÛw:5";"100%";"0%";NA;"100%";"#mark"
"96";"~ROMans";"PrzyjdÍ takøe, to NajROMAntyczniejsze miejsce we wroc≥awiu. Bezcenne miejsce, czemy Unesco nas nie uratuje ?!?!?!!?1 Zgie≥k t≥uczonych butelek rozbieranej karoserii i bicia szczurzych kotletÛw o zmroku";"wczoraj†16:14";"Liczba g≥osÛw:5";"100%";"0%";"~RomsRom:";"100%";"#mark"
"97";"~wroc≥awianka :";"Kto broni cyganÛw powinien juø dziú pakowaÊ walizki i zamieszkaÊ po sπsiedzku. Najlepiej udostÍpniajπc im w≥asnπ ≥azienkÍ. Powodzenia!";"wczoraj†16:14";"Liczba g≥osÛw:5";"100%";"0%";NA;"100%";"#mark"
"98";"mkrecz :";"Dlaczego ta fundacja Nomada nie wywiπzuje siÍ ze swoich obowiπzkÛw, dlaczego nie zapewniπ godnego øycia rumuÒskim cyganom. Powinni braÊ ich do swoich domÛw i wspÛlnie øyÊ dopÛki nie znajdπ dla nich odpowiednich lokali.";"wczoraj†16:13";"Liczba g≥osÛw:5";"100%";"0%";NA;"100%";"#mark"
"99";"~hamlet :";"zamiast DyrdymaliÊ i popieraÊ Dzikie Zasiedlenia, niech ""Dobrzy Wujkowie i Ciotki"" Nomadowe zakwaterujπ u siebie w domach po jednej rodzinie CyganÛw i problem zniknie.";"wczoraj†16:13";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"100";"~Jjurek :";"JEDYNA,podkreslam,jedyna istniejaca mozliwosc,by moc ustrzec sie tej zarazy,to nakazac tym,ktorzy sa za,mieszkac rok wspolnie w jednej kamienicy z nimi.Otwoza im sie oczeta i zapomna o poprawnosci politischen.Pisze z osobistego doswiadczeniach(12 lat),wiec mam prawo oceniac.";"wczoraj†16:13";"Liczba g≥osÛw:6";"100%";"0%";NA;"100%";"#mark"
"101";"~Rudy :";"ZabraÊ im dzieci do rodzin zastÍpczych bo chodzπ brudne ,nie chodzπ do szko≥y a rodzice nie pracujπ .Naleøy ich traktowaÊ jak wszystkich.";"wczoraj†16:13";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"102";"~przecieø to tylko kilka dni... :";"NIech Nomada zabiera rumounÛw do siebie na chate,da im ørec,ale nie byle co ,tylko co tam sobie zaøyczπ...poki nie znajda roboty nich ich Nomadziarze utrzymujπ.";"wczoraj†16:12";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"103";"~@@ :";"jak widzÍ te stworzenia to uciekam jak najdalej ,jak sπ w sklepie to wychodzÍ ,jak ma≥y z gilem mnie zaczepie to odganiam sie jak od zwierzaka . Sam ich widok mnie obrzydza . Ostatnio grupa RomÛw wesz≥a do Lidla na moim osiedlu to zamknieto dwie kasy, kasjerki i ochrona chodzi≥a za nimi aø wyszli z krzykiem ""aaaamooorre ciawa "" cos w tym rodzaju.Koszmar .";"wczoraj†16:11";"Liczba g≥osÛw:8";"100%";"0%";NA;"100%";"#mark"
"104";"~Rysista Polak :";"Pogonic dziadostwo z kad przybylo won bes prawa powrotu";"wczoraj†16:11";"Liczba g≥osÛw:9";"88%";"11%";NA;"88%";"#mark"
"105";"~zombi :";"jedyna pomoc dla tych cyganÛw,bo rom to b≥Ídne okreúlenie,to zapakowaÊ ich do wagowÛw i odstawiÊ na rumunska granicÍ.Rumuni pozbyli siÍ odwiecznegon problemu z tymi nierobami ,wydajπc im paszporty , a Europa zosta≥a zalana tym brudnym robactwem .Pan Dutkiewicz po raz kolejny pokaza≥ ,øe jest osobπ odpowiedniπ na zajmowanym stanowisku.";"wczoraj†16:11";"Liczba g≥osÛw:6";"100%";"0%";NA;"100%";"#mark"
"106";"~Gromada :";"Dlaczego fundacja Nomada nie wybuduje Romom willi z basenami nad Morzem Czarnym ?";"wczoraj†16:11";"Liczba g≥osÛw:8";"87%";"12%";NA;"87%";"#mark"
"107";"~Rafa≥ :";"I jak my Polacy mamy walczyÊ z islamizacjπ Polski z Platforma Obywatelskπ, jak nie potrafimy poradziÊ sobie z koczowiskiem romskim? Polacy co z nami siÍ sta≥o?!!! Przebudümy siÍ w koÒcu!!!! referendum, wybory za pasem!!!";"wczoraj†16:10";"Liczba g≥osÛw:9";"88%";"11%";NA;"88%";"#mark"
"108";"~adam :";"zrubcie wreszcie z tymi bolszewikami z ,,, Stowarzyszenia Nomada,, porzadek jak im sie polska nie podoba won do rumuni";"wczoraj†16:09";"Liczba g≥osÛw:8";"100%";"0%";NA;"100%";"#mark"
"109";"~??";"Proponujesz Auschwitz?";"wczoraj†16:09";"Liczba g≥osÛw:2";"50%";"50%";"majcio34:";"50%";"#mark"
"110";"~pytek? :";"Dlaczego decyzjÍ wyburzenia wyda≥ Powiatowy Inspektorat Nadzoru Budowlanego a nie Sanepid?";"wczoraj†16:08";"Liczba g≥osÛw:5";"100%";"0%";NA;"100%";"#mark"
"111";"~Pat :";"DaÊ im te pisma o decyzji o zrÛwnaniu z ziemiπ tego koczowiska i odczekaÊ z tydzieÒ w czasie ktÛrego majπ siÍ wynieúÊ i tyle. Potem wjazd buldoøerÛw i po k≥opocie.";"wczoraj†16:08";"Liczba g≥osÛw:7";"100%";"0%";NA;"100%";"#mark"
"112";"~kos :";"Pare lat temu na dworcu centralnym w warszawie tlusciutki 7-8 letni chlopak lapal mnie za nogi I zebral o pieniadze.Gdzie byla wowczas Nomada?";"wczoraj†16:07";"Liczba g≥osÛw:7";"100%";"0%";NA;"100%";"#mark"
"113";"~dziadek :";"jak to koczowisko??? w miescie , za darmo???to tak kazdy moze??? bezdomni, wycieczki szkolne itp???ZA DARMO??? legalnie??? a wode i prad podgiagna, czy brac agregat i ibc na wode, atoy-toye postawia???";"wczoraj†16:07";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"114";"~RomsRom";"miszczu to dawaj do mnie, moj karton jeszcze stoi, bo nei wieje, babe i 12 dzieciakuf wygonilem na ulice na zebry, walniem flaszke, a baby po robocie przyniosa pizze i dwie finlandie...";"wczoraj†16:06";"Liczba g≥osÛw:3";"100%";"0%";"~øRom:";"100%";"#mark"
"115";"~mieszkanka Wroclawia :";"A ja siÍ pytam jaki my mamy obowiπzek im pomagaÊ? Co to za postulaty? Nie ma pieniÍdzy dla biednych wroc≥awian a tu dla RomÛw wielkie przystosowania? W g≥owach siÍ poprzewraca≥o!";"wczoraj†16:06";"Liczba g≥osÛw:8";"100%";"0%";NA;"100%";"#mark"
"116";"~wiki";"Taka sama bÍdzie sytuacja z muzu≥manami! https://www.youtube.com";"wczoraj†16:06";"Liczba g≥osÛw:1";"100%";"0%";"~Majka:";"100%";"#mark"
"117";"~Ali";"ale bym dala w pysk takiemu niewychowanemu bachorowi, moja rada nie dawac im zadnych pieniedzy...to sa pasozyty, ktore nic nie wkladaja do zycia mieszkancow i panstwa - nie pracuja, nie ucza sie nic nie robia tylko zebrza, dzieci sa uczone od najmlodszych lat zebrac bo to wzbudza litosc, sa tak strasznie nachalni w tym zebraniu... mieszkancy Wroclawia powinni sie zjednoczyc i wyjsc na ulice i protestowac przeciwko ich mieszkaniu w tym pieknym miejscu... ludzie chca sie spokojnie napic kawy, porozmawiac w kafejkach ale musza uwazac bo albo Cie ktos z nich okradnie albo beda nachalnie zebrac kase...ich zebranina takze swiadczy jak nas poszczegaja zagraniczni turysci...";"wczoraj†16:05";"Liczba g≥osÛw:5";"100%";"0%";"~wroc≥awianin:";"100%";"#mark"
"118";"~jawaharlal :";"A nie moøna im zafundowaÊ pobytu na piÍknych Malediwach albo inny Andamanach.Cieplutko tam, duøo wody do mycia i owocÛw morza do jedzenia. Czuliby siÍ tam jak niegdyú u siebie w Indiach.";"wczoraj†16:04";"Liczba g≥osÛw:6";"100%";"0%";NA;"100%";"#mark"
"119";"~fakt :";"Prawda jest moøe i okrutna ale jeden goúÊ 80 lat temu by≥ jasnowidzem, i widzia≥ zagroøenia dla Europy, obecni politycy to krÛtkowzroczni lub zupe≥ni úlepi , g≥usi i g≥upi celebryci.";"wczoraj†16:04";"Liczba g≥osÛw:7";"100%";"0%";NA;"100%";"#mark"
"120";"~c :";"Podam kolejny przyk≥ad. Przed odjazdem z parkingu zawsze wysypujπ z auta wszystkie úmieci. Jak zwrÛci≥em kiedyú takiej rodzince uwagÍ, øe zaúmiecili parking to wzruszyli ramionami jak gdyby nic siÍ nie sta≥o.";"wczoraj†16:04";"Liczba g≥osÛw:11";"100%";"0%";NA;"100%";"#mark"
"121";"~baszka :";"Cyganie-Romowie powinni wrÛciÊ do swych dawnych zwyczajÛw, tj.jeødøenia ze swoimi taborami i rozbijania obozÛw na parÍ dni w kaødym miejscu. Komu to przeszkadza≥o? A by≥ fajny koloryt...Ludzie na wsi juø nie trzymajπ koni ani nie wywieszajπ pierzyn na p≥otach wiÍc nie mieliby co kraúÊ. No, chyba øe kury...Mieszkam w £odzi na Chojnach i jest tu trochÍ CyganÛw ale zachowujπ siÍ kulturalnie, zresztπ ich liczba zmniejsza siÍ co roku.";"wczoraj†16:04";"Liczba g≥osÛw:7";"57%";"42%";NA;"57%";"#mark"
"122";"~wera :";"ProszÍ aby obroÒcy zaprosili nielegalnych ciemnoskÛrych RomÛw do siebie na podwÛrko choÊby, szybko im siÍ odechce.";"wczoraj†16:03";"Liczba g≥osÛw:7";"100%";"0%";NA;"100%";"#mark"
"123";"~øRom";"Przyjacielu, to sam wychÛd mÛj. Teraz wszysko jak szczoch w piach. Taki piekny kiblon z widokiem na panorame wroc≥awickπ mia≥Ím. Przejechali go koparkom! Polskie zazdroúce!!!";"wczoraj†16:03";"Liczba g≥osÛw:2";"100%";"0%";"~RomsRom:";"100%";"#mark"
"124";"~@@";"to juø napisa≥em ,øe zmienia prawo administracyjne i psia buda bÍdzie nieruchomoúciπ. Wszelka patologiÍ trzeba zwalczaÊ i gratulacje dla naszego prezydenta Wroc≥awia.";"wczoraj†16:03";"Liczba g≥osÛw:3";"66%";"33%";"~Trex:";"66%";"#mark"
"125";"~lex= :";"Jaka pisemna decyzja, skoro oni nie mieli aktÛw w≥asnoúci na ten teren! W tym stowarzyszeniu to pracujπ jakieú u≥omki intelektualne! Prezydent powinien wys≥aÊ ich do tego stowarzyszenia, niech ich u siebie przyjmπ! Na zwyk≥π logikÍ! Ktoú w≥amuje siÍ do mojego ogrodu, stawia sobie namiot i mieszka za darmo, za darmo czerpie wodÍ, a ja zamiast go wyrzuciÊ, to go decyzjπ powiadamiam, øe mi siÍ w≥ama≥! Powinno siÍ takie stowarzyszenia porozwiπzywaÊ!";"wczoraj†16:02";"Liczba g≥osÛw:9";"100%";"0%";NA;"100%";"#mark"
"126";"~greg :";"jak mamy sobie poradziÊ z islamistami skoro nie potrafimy sobie poradziÊ z romami?";"wczoraj†16:01";"Liczba g≥osÛw:9";"100%";"0%";NA;"100%";"#mark"
"127";"~@@";"ona nie udaje ona jest juz taka !";"wczoraj†16:01";"Liczba g≥osÛw:3";"66%";"33%";"~Bobis:";"66%";"#mark"
"128";"~Øenada :";"NOMADA ROBI TO DLA KASY - kosztem ludzi, ktÛrzy p≥acπ podatki miÍdzy innymi na panienki z Nomady !! Propozycja - tych, ktÛrzy (dla w≥asnego interesu) sπ za ≥amaniem przez CyganÛw prawa- niech wezmπ po jednym do swoich domÛw !!!";"wczoraj†16:01";"Liczba g≥osÛw:8";"100%";"0%";NA;"100%";"#mark"
"129";"~Sorcha :";"nomada bazuje na romantycznej wizji cygana wedrowca, wolnego ptaka, blablabla,i pozytywistycznej , samarytanskiej naiwnej wrecz pracy u podstaw ; pradwa jest taka , ze gdziekolwiek cyganie pojada, do jakiegokolwiek kraju to tylko po to , zeby kontynuowac swoja tradycje nicnierobienia i zerowania na ludziach; w zadnym kraju nie staraja sie o prace, nie posylaja dzieci do szkoly - a jesli to sa to jednostki - ucza sie natomiast bardzo szybko - ze im sie NALEZY i jak swtarzac pozory pokrzywdzonych i wykorzystanych przez los ale zaangazowanych i otwartych na propozycje , wykorzystuja tez odmiennosc swego jezyka, chociaz mowia i rozumieja jezyk kraju w ktorym zyja to udaja ze nie i zadaja tlumacza - bo im sie nalezy, zadaja respektowania swojej tradycji i odrebnosci ale nie maja zamiaru dostosowywac jej do kultury i zwyczajow gospodarza, generalnie zebrza, kradna , graja na uliacach za pieniadze i wyciagaja reke po socjal i wszelkie zwiazane z tym przywileje";"wczoraj†16:01";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"130";"~ewa";"Za kasÍ z Fundacji Batorego jestem sk≥onna nawet za dziewicÍ obstawaÊ mimo szÛstki nieúlubnych dziatek sp≥odzonych z taborem cygaÒskim.";"wczoraj†16:01";"Liczba g≥osÛw:3";"100%";"0%";"~Bobis:";"100%";"#mark"
"131";"~tak pytam! :";"A przed czym ta Nomada broni CyganÛw? Przed nimi samymi! Skoro nie chcπ siÍ dostosowaÊ do istniejπcych warunkÛw, to znaczy øe taki uk≥ad im pasuje, i øadnej obrony nie potrzebujπ! Potrzebujπ jej natomiast Ci, ktÛrzy muszπ mieszkaÊ w ich towarzystwie. Ale o tym Nomada jakoú nie wspomina. Dlaczego ?!";"wczoraj†16:01";"Liczba g≥osÛw:6";"100%";"0%";NA;"100%";"#mark"
"132";"~fundacja :";"PrzesiedliÊ na SyberiÍ i niech tam koczujπ. MyúlÍ øe ruscy za niewielkie pieniπdze mogliby ich wziπÊ";"wczoraj†16:01";"Liczba g≥osÛw:4";"75%";"25%";NA;"75%";"#mark"
"133";"~grzeúko";"Po pierwsze ja osobiúcie do RumunÛw nic nie mam taki sam narÛd jak my ciÍøko pracuje øeby dorÛwnaÊ krajom Europy zachodniej po drugie idü do szko≥y to tam cie nauczπ øe Rumun od (mÛwiπc medialnπ nowomowπ)Roma czyli Cygana rÛøni siÍ tym czym Polak od Cygana jedyne co tamtych CyganÛw ≥aczy z Rumuniπ to fakt øe kiedyú tam mieszkali i mieli obywatelstwo Rumunii.";"wczoraj†16:00";"Liczba g≥osÛw:1";"0%";"100%";"~Nienawistny,agresywny przepity chlam.:";"100%";"#mark"
"134";"~Robot :";"Cyganie to jest taki wrzÛd, ze nie moøna go siÍ pozbyÊ . Jak siÍ go pogoni z jednego miejsca jak chwast wyroúnie gdzie indziej .";"wczoraj†16:00";"Liczba g≥osÛw:6";"100%";"0%";NA;"100%";"#mark"
"135";"~RomsRom";"ja tez, ktrory to twoj? ten 3 pietra i 2 wieze?";"wczoraj†16:00";"Liczba g≥osÛw:3";"100%";"0%";"~øRom:";"100%";"#mark"
"136";"~@@";"wiem bo jestem z Wroc≥awia ,widzÍ s≥yszÍ i czuje .";"wczoraj†16:00";"Liczba g≥osÛw:1";"0%";"100%";"~wrocekpro:";"100%";"#mark"
"137";"~wisi nam to :";"Zapraszam w czwartki na targowisko w Rudzie ålπskiej -Wirku.Tylu nachalnych cyganek i cyganÛw ,wrÍcz ≥apiπ za rÍkaw i trudno przejúÊ,aby nie daÊ siÍ okraúÊ.W≥adze miasta-zero reakcji.";"wczoraj†15:59";"Liczba g≥osÛw:5";"100%";"0%";NA;"100%";"#mark"
