"";"Author";"Comment";"Time";"NumberOfVotes";"Rate.Positive";"Rate.Negative";"Author.Parent";"NumberOfResponses";"LinkToResponses"
"71";"~Carmen";"A w jaki sposÛb opiekujπ siÍ wed≥ug Ciebie ci starsi rodzice? PieniÍdzmi? Chyba, øe sπ juø na emeryturze i wtedy ca≥y czas poúwiÍcajπ dziecku. I sπdzisz, øe majπ juø tak bardzo ustabilizowane øycie, øe nie muszπ siÍ baÊ straty pracy? Albo jeszcze lepiej- majπ pieniπdze i wynajmujπ nianiÍ. To po co im dziecko jak nie potrafiπ o nie sami zadbaÊ? By≥am m≥odπ matkπ i nic tego nie zmieni. Po odchowaniu dzieci mog≥am siÍ poúwiÍciÊ pracy zawodowej. Po czterdziestce to czas na drugπ m≥odoúÊ, a nie na rodzenie dzieci. Zresztπ artyku≥ jest o tzw.""celebrytach"".Niech ich pokaøπ za 10 lub 15 lat. Wtedy ocenimy jak im wychodzi wychowywanie nastolatkÛw.";"29†sty†21:09";"Liczba g≥osÛw:4";"50%";"50%";"~pola:";"50%";"#mark"
"72";"~mama";"Urodzi≥am dziecko w wieku 44 lat. By≥o to najbardziej zaplanowane, wyczekiwane moje dziecko. Dziecko jest zdrowe, sprawne. Dziecko ma juø kilka lat. Jeszcze nie zdarzy≥o siÍ aby ktoú powiedzia≥, øe przysz≥a babcia z dzieckiem. WsrÛd rodzicÛw innych dzieci odbierana jestem pozytywnie. Dziecku dajemy tyle mi≥oúci i zainteresowania, ze niejedno dziecko m≥odych rodzicÛw nigdy tego nie doúwiadczy. ProszÍ nie oceniajcie jeøeli nie znacie powodu decyzji o urodzeniu dziecka w takim wieku.";"29†sty†20:55";"Liczba g≥osÛw:8";"50%";"50%";"~basia:";"50%";"#mark"
"73";"~Biko :";"Wow! Wtedyna swiat przyszla 5-letnia corka... Urbanskiego. Jak to elegancko brzmi";"29†sty†20:54";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"74";"~tata";"POPIERAM w 100%";"29†sty†20:45";"Liczba g≥osÛw:1";"100%";"0%";"~brak slow:";"100%";"#mark"
"75";"~Øenada :";"""Wtedy na úwiat przy≠sz≥a jego 5-let≠nia cÛrka Mila""... polskie ""dziennikarstwo""";"29†sty†20:43";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"76";"~...";"ostatnio pisali w necie o szúÊdziesiÍcioletniej kobiecie co urodzi≥a dziecko, jeszcze zdπøy nadrobiÊ stracony czas no chyba øe bardzo wczeúnie zaczÍ≥a miesiπczkowaÊi to juø by≥ ostatni gwizdek";"29†sty†20:42";"Liczba g≥osÛw:4";"25%";"75%";"~matka:";"75%";"#mark"
"77";"~xx :";"A Kalisz do 56 roku zycia by≥ w zakonie ?";"29†sty†20:37";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"78";"~_56 :";"ALE TO NIE KALISZA DZIECKO";"29†sty†20:33";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"79";"~rita";"Ja jej nie oceniam ja tylko stwierdzam fakt!!! Zapewne nie jest to ≥atwa sytuacja , ale teø niedramatyczna! ? Ludzie nie takie obowiπzki i problemy majπ i sobie radzπ (nawet szko≥y koÒczπ). WiÍc skπd u Ciebie ten niepokÛj???";"29†sty†20:17";"Liczba g≥osÛw:3";"66%";"33%";"~Elka:";"66%";"#mark"
"80";"~Elka";"Aaaa widzisz, i nikt rÛwnieø nie ma prawa oceniaÊ dziewczyny i mÛwiÊ jej, øe ma psi obowiπzek! Kij ma zawsze dwa koÒce!";"29†sty†20:07";"Liczba g≥osÛw:2";"50%";"50%";"~rita:";"50%";"#mark"
"81";"~Arnold1987 :";"Po 30ce troche pozno. Najpierw studiuja baluja a potem dzieci sie chce nie za duzo tych studencikow a potem wybrzydza taki jeden z drugim øe do takiej roboty nie do innej nie. Korwin by z wami zrobi≥ porzπdek - kobieta ko≥o 20ki ma rodzina siÍ zajac a facet pracowaÊ a nie jakieú filozofie studiowaÊ po ktorej wybrzydza co do pracy";"29†sty†20:07";"Liczba g≥osÛw:17";"17%";"82%";NA;"82%";"#mark"
"82";"~rita";"TwÛj tok myúlenia jest zupe≥nie dla mnie niezrozumia≥y??? Sytuacja w ktÛrej dziewczyna siÍ znajduje jest faktem i nie powinnaú siÍ tak zapÍdzaÊ w ocenianiu jej rodzicÛw (bo nie znasz przyczyn i okolicznoúci ich decyzji) !!! A ktÛrzy jak mniemam nie zrobili jej na z≥oúÊ i w takim czy innym wieku powitali jπ na úwiecie?!";"29†sty†20:03";"Liczba g≥osÛw:0";"0%";"0%";"~Elka:";"odpowiedzi: 2";"/forum/pierwsze-dziecko-w-wieku-40-lat-i-wiecej,0,1059276,154297961,czytaj.html"
"83";"~normalny";"Podeúlij mi swojπ partnerkÍ, jeúli masz, to ci powie co moøe 62 latek";"29†sty†19:55";"Liczba g≥osÛw:1";"0%";"100%";"~odkryÊ, popatrzeÊ, przykryÊ:";"100%";"#mark"
"84";"~aga";"moja mama zmar≥a w wieku 44 lat,gdyby czeka≥a aø siÍ odkuje finansowo nie by≥o by mnie na úwiecie lub zosta≥abym pÛ≥ sierotπ w wieku 4 lat,a tak mia≥am prawie 18 lat i da≥am sobie radÍ,ale to tylko mÛj punk widzenia";"29†sty†19:55";"Liczba g≥osÛw:4";"100%";"0%";"~ola:";"100%";"#mark"
"85";"~ja";"ja mia≥am 23 lata jak urodzi≥am cÛrkÍ,nikomu jej nie podrzuca≥am ,mieliúmy malutkie mieszkanko,mπø pracowa≥ ja opiekowa≥am siÍ dzieckiem.Nie by≥o kokosÛw,wiÍksze mieszkanie kupiliúmy jak cÛra chodzi≥a juø do gimnazjum.Niczego nie øa≥ujÍ,by≥o ciasno ale øyliúmy w≥asnym øyciem i nic nikomu nie zawdziÍczamy.Da siÍ ,nie trzeba mieÊ kupy kasy,øeby mieÊ dziecko,wszystko inne teø siÍ da pouk≥adaÊ";"29†sty†19:50";"Liczba g≥osÛw:3";"100%";"0%";"~a-net:";"100%";"#mark"
"86";"~conrad :";"Nikogo  nie  powinno  interesowac  w  jakim  wieku  ktos  decyduje  sie  na  dziecko !  Decyduje  sie  wtedy - kiedy  uwaza  , ze  jest  dla  niego  odpowiedni  czas ! Koniec , kropka  .  Nie  sztuka  jest  "" narobic ""  nieodpowiedzialnie  dzieci -  sztuka  jest  dac  cos  tym  dzieciom , wychowac  te  dzieci ,  aby  wyrosly  na  ludzi .";"29†sty†19:47";"Liczba g≥osÛw:13";"92%";"7%";NA;"92%";"#mark"
"87";"~ROCKER :";"Teraz pierwsze dziecko po 20, 30, 40, 50, to normalka . Nie ma sie czym ekscytowaÊ";"29†sty†19:47";"Liczba g≥osÛw:4";"75%";"25%";NA;"75%";"#mark"
"88";"~mela";"oczywiúcie prowokacja jakich tu pe≥no.....  no ale b≥yszcz! masz swoje 5 minut:)";"29†sty†19:41";"Liczba g≥osÛw:2";"100%";"0%";"~Ida:";"100%";"#mark"
"89";"~Mama z powo≥ania :";"Tak jest coraz czÍúciej niø jeszcze 25 lat temu,czasy siÍ zmieni≥y inne priorytety,waøne by dzieci mi≥oúÊ otrzymywa≥y i u rodzicÛw jeszcze si≥y by≥y do wychowywania zabawy organizowania i spÍdzania z nimi czasu a reszta nie waøna";"29†sty†19:41";"Liczba g≥osÛw:4";"75%";"25%";NA;"75%";"#mark"
"90";"~DOROTA :";"JA MIA£AM DZIECI W WIEKU 19 LAT 27 LAT I 37 LAT I WIECIE CO POWIEM WAM NAJLEPSZA RZECZ JAKA MNIE MOG£A SPOTKA∆ W ØYCIU MOØE JESTEM NIE SKROMNA ALE JESTEM DUMNA Z MOICH BOBASK”W I SIEBIE";"29†sty†19:40";"Liczba g≥osÛw:11";"81%";"18%";NA;"81%";"#mark"
"91";"~Elka";"Dzieci nie rodzi siÍ dla siebie, nic nie jest jej psim obowiπzkiem. Powinna koÒczyÊ szko≥Í, a nie byÊ opiekunkπ.";"29†sty†19:39";"Liczba g≥osÛw:5";"40%";"60%";"~rita:";"60%";"#mark"
"92";"~Laura fl";"porazka, tomiec taka corke jak ty.";"29†sty†19:35";"Liczba g≥osÛw:6";"66%";"33%";"~TEKLA:";"66%";"#mark"
"93";"~mrs hu";"ty to raczej nawet 7 miu lat nie masz bo takie bzdury skrobiesz natej klawiaturze";"29†sty†19:34";"Liczba g≥osÛw:1";"100%";"0%";"~Ida:";"100%";"#mark"
"94";"~mela";"dlatego, øe m≥odsza mama ma wiÍcej si≥y øeby opiekowaÊ siÍ dzieckiem .... mam 41lat a si≥y o po≥owÍ mniej niø 10 lat temu... ale zaznaczam, øe to jest moje zdanie, moje odczucie i nie mam zamiaru obraøaÊ ""starszych"" matek... nie chcia≥abym aby ktoú mnie zle zrozumia≥";"29†sty†19:26";"Liczba g≥osÛw:4";"50%";"50%";"~Kasia:";"50%";"#mark"
"95";"~mela";"masz racjÍ, jak to jest, øe kobiety patologiczne zachodzπ w ciπøÍ i sπ w stanie donosiÊ jπ bez najmniejszego problemu i rodzπ w 5 minut a kobiety ktÛre prowadzπ siÍ bardzo przyzwoicie albo nie mogπ zajúÊ w ciπøÍ albo jak juø zajdπ to koÒczy siÍ ona przed pierwszym trymestrem.... smutne ale prawdziwe:(";"29†sty†18:51";"Liczba g≥osÛw:2";"100%";"0%";"~bebe:";"100%";"#mark"
"96";"~Sawa :";"szukam ojca mojej corki.Jestes tu? Pozna≥am Ciebie w internecie..warto go szukac? Mam tez powod alimenty teraz mam mniej pieniÍdzy..wiec..jesteú gotow pomoc";"29†sty†18:46";"Liczba g≥osÛw:3";"33%";"66%";NA;"66%";"#mark"
"97";"~Kasia";"A mog≥abyú bardziej rozwinπÊ swojπ wypowiedü? Dlaczego tak uwaøasz?";"29†sty†18:41";"Liczba g≥osÛw:1";"100%";"0%";"~mela:";"100%";"#mark"
"98";"~Ja :";"Podoba mi sie zdanie dotyczace Urbanskiego:""Wtedy na úwiat przy≠sz≥a jego 5-let≠nia cÛrka Mila."" hehehe ciekawe jak to zrobili";"29†sty†18:40";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"99";"~mela";"ja Ci powiem!...... a nawet napiszÍ:)";"29†sty†18:40";"Liczba g≥osÛw:0";"0%";"0%";"~Frania od prania:";NA;NA
"100";"~Obywatel :";"Biedne te dzieci.";"29†sty†18:40";"Liczba g≥osÛw:4";"75%";"25%";NA;"75%";"#mark"
"101";"~samotna matka :";"A dlaczego Rysio kalisz znalaz≥ siÍ w tym gronie?????Przeciez to tylko awca nasienia a swojego syna wymeldowa≥ z apartamentu...to nie ojciec...on tylko przed wyborami robi sobie fotki z synkiem..okropny facet...";"29†sty†18:36";"Liczba g≥osÛw:7";"100%";"0%";NA;"100%";"#mark"
"102";"~Frania od prania :";"Nikt mi nie powie, øe ten Kalisz to nie pajac, wynaturzenie i drobna cwaniura !";"29†sty†18:35";"Liczba g≥osÛw:6";"100%";"0%";NA;"100%";"#mark"
"103";"~e";"to juø sta≥a przywara";"29†sty†18:26";"Liczba g≥osÛw:1";"100%";"0%";"~MAX:";"100%";"#mark"
"104";"~bebe :";"Czyta≥am wywiad ze Skrzyneckπ z ktÛrego dowiedzia≥am siÍ, øe cÛrkÍ urodzi≥a dopiero z szÛstej (!) ciπøy. Mam 32 lata, sama niedawno poroni≥am pierwszπ ciπøÍ. Øycie nie jest czarno-bia≥e, nie wszystko moøemy przewidzieÊ, nie na wszystko mamy wp≥yw Jedyne co jest niezmienne to to, øe patologia jakoú problemÛw z zajúciem i utrzymaniem ciπøy nie ma. Kobiety, ktÛre w ciπøy pi≥y, pali≥y, nie majπ warunkÛw, do ginekologa posz≥y raz przez ca≥π ciπøÍ a z badaÒ obowiπzkowych zrobi≥y tylko darmowπ morfologiÍ, nie majπ problemÛw z rodzeniem. Øycie nie jest sprawiedliwe, ale nikt nie mÛwi≥ øe musi byÊ";"29†sty†18:16";"Liczba g≥osÛw:14";"92%";"7%";NA;"92%";"#mark"
"105";"~Anonim";"Ja rÛwnieø jestem pÛünym dzieckiem.Sierotπ zosta≥am w wieku 18 lat.Nie ma nic wspania≥ego dla dziecka w pÛünym rodzicielstwie rodzicÛw.";"29†sty†18:13";"Liczba g≥osÛw:10";"50%";"50%";"~basia:";"50%";"#mark"
"106";"~mela";"a kto jest tym nieszczÍúciem?";"29†sty†18:04";"Liczba g≥osÛw:0";"0%";"0%";"~ualal:";NA;NA
"107";"~MAX :";"ALE SIE Z KOZUCHOWSKIEJ ZROBI£ STARY BABSZTYL- ONA ZAWSZE ROBI TAKA G£UPKOWATA MIN -TRAGEDIA.";"29†sty†18:01";"Liczba g≥osÛw:10";"30%";"70%";NA;"70%";"#mark"
"108";"~papiez Franciszek";"dobrze ci z tym patologicznym spojrzeniem na úwiat?";"29†sty†18:01";"Liczba g≥osÛw:2";"0%";"100%";"~hee:";"100%";"#mark"
"109";"~rtw :";"PogodzÍ tych, ktÛrzy dyskutujπ czy lepiej urodziÊ majπc 20 czy 40 lat. Ja mia≥am 30 lat i tydzieÒ jak urodzi≥am syna. Jestem z tego zadowolona, a syn juø prawie pe≥noletni i do tego SUPER. Kaødej matce tego øyczÍ.";"29†sty†18:00";"Liczba g≥osÛw:6";"66%";"33%";NA;"66%";"#mark"
"110";"~ualal";"zaliczac sobie moga, czyniac kolejne nieszczescia co okaze sie we wlasciwym czasie........kazdemu wolno robic co chce,";"29†sty†17:57";"Liczba g≥osÛw:0";"0%";"0%";"~ulalal:";"odpowiedzi: 1";"/forum/pierwsze-dziecko-w-wieku-40-lat-i-wiecej,0,1059276,154287416,czytaj.html"
"111";"~hee";"ty sobie moøesz zaglπdaÊ w statystykÍ, a kochasie zaliczaja kolejno, nawet nie wiesz kiedy, teoria inna, øycie pisze druga teoriÍ nie zawsze takπ, o jakiej myúlπ matki";"29†sty†17:53";"Liczba g≥osÛw:1";"100%";"0%";"~ulalal:";"100%";"#mark"
"112";"~a taki tam z t≥umu :";"Brzmi optymistycznie, decyzjÍ o dziecku odk≥ada≥em i odk≥ada≥em, potem rozwÛd, firma w kompletnym rozpadzie. Za rok czterdziestka, moøe jeszcze z dzieÊmi zdπøÍ, moøe nawet doczekam wnukÛw. Jak moøecie to porÛbcie sobie dzieci wczeúniej, moi znajomi z liceum spodziewajπ siÍ powoli wnuczπt, tak siÍ im dzieci na studiach jeszcze postara≥y. Wtopa straszna, ale im zazdroszczÍ.";"29†sty†17:52";"Liczba g≥osÛw:9";"100%";"0%";NA;"100%";"#mark"
"113";"~mela";"nie wyobraøam sobie urodziÊ tak pÛzno dzieci.... pierwszπ cÛrkÍ urodzi≥am w wieku 24 lata a drugπ 30 lat.. osobiúcie uwaøam,øe im szybciej tym lepiej i dla matki i dla dziecka ( moje zdanie )...... ale oczywiúcie kaødy planuje sobie øycie jak mu wygodnie i ma prawo mieÊ inne zdanie.";"29†sty†17:52";"Liczba g≥osÛw:6";"33%";"66%";"~a-net:";"66%";"#mark"
"114";"~kaziu :";"Skrzynecka ma bardzo seksowne nogi.....";"29†sty†17:52";"Liczba g≥osÛw:2";"50%";"50%";NA;"50%";"#mark"
"115";"~ulalal";"tak? a obowiazki wychowania dzieci nie spadaja czasem tez na ojcow?dzieci nie potrzebuja ojca do minimum pelnoletnosci co oznacza 21 rok zycia? o ile wiem mezczyzni starzeja sie w rownym tempie co kobiety i lat im nie przybywa.........ba , to ze ojciec pozyje krocej niz matka powie ci kazda statystyka......";"29†sty†17:50";"Liczba g≥osÛw:0";"0%";"0%";"~hee:";"odpowiedzi: 4";"/forum/pierwsze-dziecko-w-wieku-40-lat-i-wiecej,0,1059276,154286856,czytaj.html"
"116";"~matka";"kuzwa matka natura sie znalaz≥a, skoro takaú naturalna, to powinnú rodziÊ raz w roku corocznie, bo TAKA jest w≥aúnie natura, zaklamaniec";"29†sty†17:40";"Liczba g≥osÛw:1";"100%";"0%";"~matka natura:";"100%";"#mark"
"117";"~hee";"przed tobπ to keszcze drugie tyle do zaplodnien obys tylko mogl wiele zasiaÊ";"29†sty†17:38";"Liczba g≥osÛw:0";"0%";"0%";"~hd:";"odpowiedzi: 5";"/forum/pierwsze-dziecko-w-wieku-40-lat-i-wiecej,0,1059276,154285792,czytaj.html"
"118";"~vvv";"øadna mentalnoúÊ, po prostu tak jest";"29†sty†17:36";"Liczba g≥osÛw:0";"0%";"0%";"~ni dziad, ni baba:";NA;NA
"119";"~brak slow :";"Tata Kalisz to porazka, widac, ze ustawil sie do zdjecia i marzy o tym aby mu jaknajszybciej Ignasia zabrali, nawet trzymac dziecka nie potrafi, to co robi z synkiem jest niebezpieczne dla jego zdrowia a nawet i zycia";"29†sty†17:35";"Liczba g≥osÛw:9";"100%";"0%";NA;"100%";"#mark"
"120";"~m";"Mam wielkπ nadziejÍ, øe cÛrka zostanie mamπ wczeúniej niø ja (33l) Oczywiúcie nic na si≥Í, nie z pierwszym lepszym ""bo latka lecπ"". Ale z ca≥π pewnoúciπ jeúli tylko u≥oøy sobie øycie z kimú i decyzjÍ o dziecku bÍdπ odk≥adali tylko i wy≥πcznie ze wzglÍdÛw materialnych czy mieszkaniowych jestem gotowa ""wpakowaÊ siÍ w pieluchy"" Jestem dzieckiem pÛünym. Mama urodzi≥a mnie kiedy dobiega≥a 40 i kiedy zosta≥a babciπ nie mia≥a ani ochoty ani zdrowia ani energii wspieraÊ mnie czynnie. Mieszkaliúmy w innym kraju, tuø po przeprowadzce, kiedy moje S≥oÒce urodzi≥o siÍ nie zna≥am nikogo w mieúcie. Mama przyjecha≥a dwa razy zanim cÛrka skoÒczy≥a 3 miesiπce i wiÍcej nie zdecydowa≥a. Teúciowa akurat przeøywa≥a drugπ m≥odoúÊ i cieszy≥a siÍ nowym zwiπzkiem. Rozumiem, szanujÍ, i nie oceniam, ale tak cholernie boli kiedy nie ma do kogo odezwaÊ siÍ przez np. 3 dni, pogoda paskudna wiÍc z maleÒstwem spacery odpadajπ, mπø w delegacji. Ma siÍ wraøenie, øe siÍ jest trÍdowatym dla úwiata, øe nawet dzwoniÊ do nikogo nie ma ochoty... SamotnoúÊ przez wszystkie moøliwe odmiany. SamotnoúÊ tak wielka, øe moim marzeniem by≥o ... zostawiÊ dziecko z babciπ i pÛjúÊ do fryzjera. Absurdalne, banalne i bolesne marzenie bo nie moøliwe do spe≥nienia. MinÍ≥o juø sporo lat i nadal siÍ nie spe≥ni≥o. Do fryzjera chodzÍ kiedy cÛrka jest w szkole. wczeúniej sama sobie farbowa≥am i nawet obcina≥am w≥osy. Czu≥am siÍ jak z domu dziecka choÊ mia≥am normalnπ rodzinÍ. Dziecko generalnie nie jest w niczym przeszkodπ, oczywiúcie jak coú siÍ che. Jest, teø, dobrπ wymÛwkπ kiedy czegoú siÍ nie chce. CÛrka w niczym mi nie przeszkadza≥a, w pracy, za≥atwianiu spraw w urzÍdzie, zakupach. Owszem z pewnych, rzeczy musia≥am definitywnie zrezygnowaÊ ale nigdy nie narzeka≥am. Mimo wszystko czu≥am siÍ bardzo samotna, do tego stopnia, øe z osoby towarzyskiej sta≥am siÍ odludkiem. W≥aúnie dlatego, øe w najbliøszych nie mia≥am oparcia. Nie, nie potrzebna mi druga m≥odoúÊ, ja nie chce aby moje dziecko czu≥o siÍ takie trÍdowate, niech mieszka kπtem u nas, niech podrzuca dziecko. BÍdÍ szczÍúliwa!";"29†sty†17:33";"Liczba g≥osÛw:1";"100%";"0%";"~a-net:";"100%";"#mark"
"121";"~perkoz";"wlasnie ze starymi ojcami jest problem,bo mezczyzni statystycznie zyja krocej i czesto taki tata po prostu nie zdazy dziecka wychowac.";"29†sty†17:21";"Liczba g≥osÛw:0";"0%";"0%";"~c:";NA;NA
"122";"~ona :";"Jak ktoú jest pÛünym dzieckiem, a rodzice byli wykszta≥ceni, to wiedza, erudycja, kultura, nawyki, "" same z nieba spadajπ""..";"29†sty†17:17";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"123";"~rudi";"tak,twarz ma absolutnie doskonala.uroda ponadczasowa,w kazdej epoce bylaby pieknoscia absolutna.";"29†sty†17:16";"Liczba g≥osÛw:0";"0%";"0%";"~ach:";NA;NA
"124";"~no :";"Mlodzi tez cierpiπ na brak werwy, rozumu, i ochoty do zajmowania sie potomstwem.";"29†sty†17:12";"Liczba g≥osÛw:5";"100%";"0%";NA;"100%";"#mark"
"125";"~fuj";"Dobrze, øe cumli nie pomyli≥ i nie nakarmi≥ go innym.";"29†sty†17:08";"Liczba g≥osÛw:0";"0%";"0%";"~we222:";NA;NA
"126";"~ona55 :";"I tak chyba jest lepiej. Dorosli, dojrzali, chcπ, dbajπ, kochajπ, i bardziej ich stac. Swiadome, w pe≥ni oczekiwane rodzicielstwo, a nie gowniarska fanaberia albo wpadka. GratulujÍ.";"29†sty†17:07";"Liczba g≥osÛw:7";"85%";"14%";NA;"85%";"#mark"
"127";"~Milka :";"Ja tez jestem stara samotna matka.Facet nie chcia≥ dziecka , seks by≥ bez zobowiazan.Z facetem nic mnie nie ≥aczy a corka go nie zna ja go nie szukam.Pewnie by≥y tak dobry i opiekuÒczy jak Rysio Kalisz";"29†sty†17:06";"Liczba g≥osÛw:5";"20%";"80%";NA;"80%";"#mark"
"128";"~misiek";"Ja teø. Z tej galerii polskich kobiet tylko Skrzynecka, a z ""zagranicznych"" oczywiúcie Nicole Kidman.";"29†sty†17:00";"Liczba g≥osÛw:1";"100%";"0%";"~kapsel:";"100%";"#mark"
"129";"~≥eee";"To moøe TY siÍ zajmij swoim i odczep siÍ od mojego. Co ciÍ obchodzi to co mnie obchodzi? Nie masz co robiÊ?";"29†sty†16:59";"Liczba g≥osÛw:1";"100%";"0%";"~misiek:";"100%";"#mark"
"130";"~we222 :";"Kalisz wstydü siÍ. Jak karmisz dziecko? Jak nie umiesz to siÍ nie bierz za robienie dzieci. A tak serio. Jak moøna z takim ohydnym facetem iúÊ do ≥Ûøka.";"29†sty†16:58";"Liczba g≥osÛw:9";"88%";"11%";NA;"88%";"#mark"
"131";"~misiek";"A co to ciÍ obchodzi? Tak interesuje ciebie øycie innych? Zajmij siÍ lepiej swoim.";"29†sty†16:57";"Liczba g≥osÛw:1";"0%";"100%";"~≥eee:";"100%";"#mark"
"132";"~a-net";"Dok≥adnie o tym mÛwiÍ. Ja tez wole poczekaÊ z decyzja o dziecku, dopÛki nie bedÍ stabilna finansowo (wiadomo, ze z mÍøczyznami rÛønie bywa i czÍsto odchodzπ). Nie wyobraøam sobie obarczaÊ moich rodzicÛw dodatkowo za swoje decyzjÍ, jesli jestem juz doros≥π osobπ. Nie przejmujÍ sie tym ""co ludzie powiedzπ"", jak urodze dziecko nawet w okolicach 40-tki. Ludzie maja to do siebie, ze gadaja i zawsze gadaÊ bÍdπ. Nigdy siÍ innym nie dogodzi. Trzeba robic tak, øeby samemu przezyÊ zycie na w≥asny rachunek.";"29†sty†16:55";"Liczba g≥osÛw:0";"0%";"0%";"~50tka:";"odpowiedzi: 3";"/forum/pierwsze-dziecko-w-wieku-40-lat-i-wiecej,0,1059276,154282141,czytaj.html"
"133";"~soyka :";"Lepsze úwiadome macierzyÒstwo niø nie. Szkoda jednak trochÍ tych dzieci. Sprawnych rodzicÛw z werwπ d≥ugo mieÊ nie bÍdπ. Chyba øe nianie za≥atwiπ sprawÍ";"29†sty†16:55";"Liczba g≥osÛw:10";"10%";"90%";NA;"90%";"#mark"
"134";"~Kaska";"Dzieci wychowuje sie jak sa male. Najwazniejsze lata sa do momentu wchodzenia w wiek dojrzalosci i zanim hormony zaczna buzowac. Wtedy trzeba dziecku poswiecic najwiecej czasu na rozmowe i nawiazywanie kontaktu. Potem to juz mozna miec nadzieje ze ten wczesniejszy kontakt zaowocuje aby dziecku pomoc przeplynac lata dorastania. Starsi rodzice z racji przezytych doswiadczen zaczynaja przekazywac malym dzieciom lekcje zyciowe ktorychj mlodzi rodzice jeszcze nie doswiadczuli. Dlatego tez dzieci starszych rodzicow potrzebuja krotszej opieki zanim sie stana samodzielni. 20-letni rodzice przekazuja swoja 40-letnia modrosc zyciowa swoim 20-letnim potomkow w czasie kiedy 40-letni rodzice zaczynaja to wpajac 5-latkom. Wiem to z doswiadczenia. Mielismy dzieci w drugiel polowie naszych 30-tek. Moir rodzice mieli mnie jak mieli 23 lata. Nigdy nie mieli dla mnie czasu bo pracowali i nigdy ich nie bylow w domu. Nigdy tez nie mialam z nimi dobrego kontaktu - ojca wychowanie dzieci nie interesowalo a matka nie wiedziala jak rozmawiac z natolatka. Wielu tematow tez nie poruszala bo to byo tabu.";"29†sty†16:48";"Liczba g≥osÛw:1";"100%";"0%";"~zulejka:";"100%";"#mark"
"135";"~jusia";"Zgadzam siÍ. Spo≥eczeÒstwo jest zacofane i ograniczone, ale wiele zaleøy od úrodowiska. Ja np na moje nie mogÍ narzekaÊ, znajomi sπ raczej normalni i tolerancyjni, nie sπ bogobojni, ale jak czytam komentarze, to wierzyÊ siÍ nie chce, øe w tym wieku taka ciemnota jeszcze istnieje.MyúlÍ, øe twoje úrodowisko jest do niczego, bo jeúli czepaijπ siÍ, øe jesteú wegetariankπ, to nie kumam o co im chodzi. Moja nastoletnia cÛrka teø jest wegetarianka i nie spotka≥a siÍ z jakimiú zgryüliwoúciami czy czymú w tym rodzaju.Jest zdrowa, zgrabna ( nie spotka≥am wegetarianina z nadwagπ), ty pewnie teø, a ci, ktorzy ci dokuczajπ moøe ci po prostu zazdroszczπ, nie wiem, ale czÍsto zazdroúÊ jest powodem takiego zachowania. Nie przejmuj siÍ siÍ ciemnotπ, øyj jak chcesz i staraj siÍ otaczaÊ øyczliwymi ludümi.Ja z tymi z≥oúliwymi zerwa≥am wszelkie kontakty i lepiej mi siÍ øyje.";"29†sty†16:39";"Liczba g≥osÛw:1";"100%";"0%";"~pos≥uchaj jusia:";"100%";"#mark"
"136";"~fikimiki :";"madrosci czerpane z internetu gdzie kazda patologia pisze co chce.....hihihihihihihihihi";"29†sty†16:22";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"137";"~≥eee :";"Za 10-15 lat bÍdπ dziadkami dla swoich dzieci.";"29†sty†16:19";"Liczba g≥osÛw:6";"50%";"50%";NA;"50%";"#mark"
"138";"~50tka";"To tak jak Herod.""nigdy nie by≥ m≥ody"".";"29†sty†16:16";"Liczba g≥osÛw:0";"0%";"0%";"~S≥awek:";NA;NA
"139";"~50tka";"Niestety - masz racjÍ.Sama jestem w takiej sytuacji. I chociaø jestem bardzo dumna z moich wnuczek,mam úwiadomoúÊ,øe najlepsze lata mojego øycia trafi≥ szlag.";"29†sty†16:14";"Liczba g≥osÛw:0";"0%";"0%";"~Kaska:";NA;NA
